accuracy,loss,val_accuracy,val_loss,learning_rate
0.013420330360531807,5.786165237426758,0.062178343534469604,4.542391300201416,0.00019999999494757503
0.1377808302640915,3.7463979721069336,0.4046843945980072,2.223111152648926,0.00039999998989515007
0.34924373030662537,2.3454926013946533,0.6098098754882812,1.2915441989898682,0.0006000000284984708
0.49955514073371887,1.6792101860046387,0.6634806990623474,1.1115647554397583,0.0007999999797903001
0.5762771368026733,1.3848481178283691,0.6297658085823059,1.22986900806427,0.0010000000474974513
0.6470860838890076,1.1210439205169678,0.782585859298706,0.6448916792869568,0.0010000000474974513
0.6993215680122375,0.9417656064033508,0.8427686095237732,0.47385770082473755,0.0009999350877478719
0.7335397005081177,0.8375719785690308,0.8540069460868835,0.44622981548309326,0.0009997404413297772
0.7575628161430359,0.7566206455230713,0.8856212496757507,0.35071948170661926,0.0009994161082431674
0.7847742438316345,0.6696198582649231,0.8871967196464539,0.33879604935646057,0.0009989620884880424
0.799992561340332,0.6069990396499634,0.8949689865112305,0.30491510033607483,0.0009983786148950458
0.8157855868339539,0.5629615783691406,0.9190211296081543,0.23865117132663727,0.0009976658038794994
0.8312634229660034,0.5189517140388489,0.9025312662124634,0.2904990017414093,0.0009968237718567252
0.842904269695282,0.4771558940410614,0.8910828828811646,0.32421228289604187,0.0009958528680726886
0.8512085676193237,0.45358747243881226,0.9095683097839355,0.28108713030815125,0.0009947532089427114
0.8611440658569336,0.42551150918006897,0.9062073230743408,0.30014902353286743,0.000993525143712759
0.8708571195602417,0.393422931432724,0.9402373433113098,0.16978715360164642,0.000992169021628797
0.8792726397514343,0.3631688952445984,0.943913459777832,0.16137295961380005,0.0009906850755214691
0.8840735554695129,0.35333243012428284,0.9427581429481506,0.16434630751609802,0.0009890737710520625
0.8907837271690369,0.32692474126815796,0.9481146931648254,0.15429700911045074,0.0009873355738818645
0.897011935710907,0.3116765022277832,0.9571473598480225,0.12376730889081955,0.0009854709496721625
0.9049825668334961,0.28966566920280457,0.9609284996986389,0.1194332018494606,0.000983480247668922
0.9104693531990051,0.2708718180656433,0.9490599632263184,0.14139436185359955,0.000981364049948752
0.9122859239578247,0.2709929347038269,0.9668102264404297,0.10061091184616089,0.0009791229385882616
0.9179765582084656,0.24904195964336395,0.9596680998802185,0.11259295791387558,0.0009767574956640601
0.918792188167572,0.2465118169784546,0.9643945097923279,0.10423751175403595,0.0009742682450450957
0.9242233037948608,0.22969748079776764,0.9562020897865295,0.13798809051513672,0.0009716558852232993
0.9272262454032898,0.22359603643417358,0.9625039100646973,0.11298421025276184,0.0009689211728982627
0.9296730160713196,0.21419967710971832,0.9657598733901978,0.0995941162109375,0.0009660647483542562
0.9333803057670593,0.20603106915950775,0.975422739982605,0.07395230233669281,0.0009630873100832105
0.93593829870224,0.19570665061473846,0.9550467133522034,0.13983610272407532,0.0009599897312000394
0.9361051321029663,0.19300390779972076,0.9720617532730103,0.08023199439048767,0.0009567727101966739
0.9408318996429443,0.18279612064361572,0.9693309664726257,0.09146586060523987,0.0009534371783956885
0.9426299333572388,0.17785285413265228,0.9805692434310913,0.058479610830545425,0.0009499839507043362
0.9428153038024902,0.1730310320854187,0.9783636331558228,0.06703365594148636,0.0009464139002375305
0.9472454786300659,0.1654287427663803,0.9717466831207275,0.08441773802042007,0.000942728016525507
0.9460035562515259,0.16197898983955383,0.9699611663818359,0.09709510952234268,0.0009389272308908403
0.9488025307655334,0.15576939284801483,0.9758428931236267,0.06761325150728226,0.000935012474656105
0.9514532685279846,0.1470978558063507,0.9806743264198303,0.06418338418006897,0.0009309848537668586
0.9506005644798279,0.15025348961353302,0.975947916507721,0.07195646315813065,0.0009268453577533364
0.9526766538619995,0.1452324390411377,0.9729019999504089,0.07646511495113373,0.000922595034353435
0.954103946685791,0.1407989263534546,0.9767881631851196,0.0759926363825798,0.0009182350477203727
0.9558834433555603,0.13590474426746368,0.9822497367858887,0.0586499460041523,0.0009137665620073676
0.9585897326469421,0.12928256392478943,0.978888750076294,0.06763273477554321,0.0009091906249523163
0.9568473100662231,0.1314990222454071,0.9850856065750122,0.04768211022019386,0.0009045085171237588
0.958830714225769,0.12576402723789215,0.986976146697998,0.0434839092195034,0.0008997214026749134
0.9617779850959778,0.12078341841697693,0.978468656539917,0.07580490410327911,0.0008948305039666593
0.9607399702072144,0.12287665158510208,0.9858208298683167,0.04801449552178383,0.0008898371597751975
0.9635945558547974,0.11476544290781021,0.9872912764549255,0.04172717407345772,0.0008847426506690681
0.963798463344574,0.1154387965798378,0.9854006767272949,0.04825261980295181,0.0008795482572168112
0.9632238745689392,0.11312129348516464,0.9800441265106201,0.06567950546741486,0.0008742553764022887
0.9641135931015015,0.11233238130807877,0.9793089032173157,0.06555719673633575,0.0008688653470017016
0.9658374786376953,0.10515482723712921,0.9878163933753967,0.044899243861436844,0.0008633795659989119
0.9665047526359558,0.10468453168869019,0.984455406665802,0.048580385744571686,0.0008577994885854423
0.9663935899734497,0.10266859084367752,0.984980583190918,0.04982183501124382,0.0008521265117451549
0.9671720862388611,0.09874960035085678,0.9883415699005127,0.04333998262882233,0.0008463621488772333
0.9682286381721497,0.09694770723581314,0.9800441265106201,0.06440528482198715,0.0008405079133808613
0.9700266718864441,0.09240137785673141,0.9877113699913025,0.042366936802864075,0.0008345653186552227
0.968525230884552,0.09692211449146271,0.9885516166687012,0.038802456110715866,0.0008285358198918402
0.9709535241127014,0.08825524151325226,0.9893918633460999,0.03743462264537811,0.0008224211051128805
0.9703232645988464,0.09022911638021469,0.9863459467887878,0.04556694254279137,0.0008162226877175272
0.9720656871795654,0.08575677871704102,0.9896019101142883,0.04153560847043991,0.0008099421975202858
0.9720842242240906,0.08738967776298523,0.9899170398712158,0.035398270934820175,0.0008035812643356621
0.9735485911369324,0.08294006437063217,0.9850856065750122,0.05329089239239693,0.0007971415179781616
0.9734373688697815,0.08368586748838425,0.9878163933753967,0.041451819241046906,0.0007906246464699507
0.9749202728271484,0.07865079492330551,0.9861359000205994,0.04838084802031517,0.0007840323960408568
0.9757915139198303,0.07546074688434601,0.9899170398712158,0.03679501265287399,0.0007773663382977247
0.9740861654281616,0.07881107181310654,0.9917025566101074,0.03236314654350281,0.0007706283358857036
0.9759768843650818,0.07567110657691956,0.9918075799942017,0.0315096341073513,0.0007638201350346208
0.9772002696990967,0.07249484211206436,0.9908623099327087,0.03138619288802147,0.0007569434237666428
0.9760139584541321,0.07381704449653625,0.991492509841919,0.033238109201192856,0.000750000006519258
0.9779787659645081,0.06912028789520264,0.9930679798126221,0.030361175537109375,0.0007429916877299547
0.9771261215209961,0.07180613279342651,0.9912824034690857,0.03776104748249054,0.0007359203300438821
0.9788870811462402,0.06603439152240753,0.9890767931938171,0.04125966876745224,0.0007287877378985286
0.9779232144355774,0.06818577647209167,0.9911773800849915,0.036099184304475784,0.0007215957739390433
0.979369044303894,0.06587797403335571,0.9933830499649048,0.02786393277347088,0.0007143463008105755
0.9802587628364563,0.06205493211746216,0.9915975332260132,0.031082257628440857,0.0007070411811582744
0.9796285033226013,0.06303462386131287,0.9942232966423035,0.02464521862566471,0.0006996822776272893
0.9800363183021545,0.0629180446267128,0.9930679798126221,0.02920551225543022,0.0006922716274857521
0.9811670780181885,0.06099839508533478,0.9942232966423035,0.023853223770856857,0.0006848110351711512
0.9812967777252197,0.06036374345421791,0.9926478266716003,0.026923703029751778,0.0006773024215362966
0.981463611125946,0.05892971158027649,0.9918075799942017,0.03368893265724182,0.0006697478820569813
0.9827797412872314,0.0545661635696888,0.9942232966423035,0.027126755565404892,0.0006621492211706936
0.9824460744857788,0.05620252341032028,0.9907572865486145,0.03707921504974365,0.0006545084761455655
0.9834655523300171,0.051571961492300034,0.9917025566101074,0.036166124045848846,0.0006468276842497289
0.9839289784431458,0.0506955161690712,0.9939082264900208,0.029992250725626945,0.0006391087081283331
0.9824275374412537,0.05377573147416115,0.9945383667945862,0.023267284035682678,0.0006313537014648318
0.98383629322052,0.05055966600775719,0.9931730031967163,0.02666446566581726,0.0006235645269043744
0.9834099411964417,0.05230985954403877,0.9955887198448181,0.021631306037306786,0.0006157433381304145
0.9841884970664978,0.04971202835440636,0.9948534965515137,0.022760359570384026,0.0006078921142034233
0.984466552734375,0.04985181242227554,0.9949585199356079,0.02095886692404747,0.0006000128341838717
0.9852821230888367,0.045504651963710785,0.9928578734397888,0.029421990737318993,0.0005921076517552137
0.9852450489997864,0.047329168766736984,0.9943283200263977,0.024586146697402,0.0005841785459779203
