speaker,split,video_folder,sample_path,Sign-Arabic,class_id,num_frames,idx
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(08_12_16_15_35_44)_c,0,0,5,0
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_20_34)_c,0,0,19,1
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_20_36)_c,0,0,22,2
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_20_42)_c,0,0,16,3
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_20_44)_c,0,0,16,4
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_20_46)_c,0,0,16,5
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_20_48)_c,0,0,17,6
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_20_50)_c,0,0,14,7
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_20_51)_c,0,0,15,8
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_20_53)_c,0,0,19,9
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_12)_c,0,0,22,10
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_14)_c,0,0,25,11
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_16)_c,0,0,18,12
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_17)_c,0,0,19,13
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_19)_c,0,0,17,14
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_20)_c,0,0,19,15
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_24)_c,0,0,17,16
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_25)_c,0,0,19,17
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_27)_c,0,0,18,18
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_28)_c,0,0,15,19
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_30)_c,0,0,20,20
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_32)_c,0,0,18,21
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_34)_c,0,0,19,22
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_36)_c,0,0,23,23
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(10_11_16_16_21_38)_c,0,0,17,24
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_27_44)_c,0,0,21,25
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_27_48)_c,0,0,21,26
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_27_50)_c,0,0,19,27
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_27_51)_c,0,0,21,28
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_27_53)_c,0,0,21,29
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_27_55)_c,0,0,21,30
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_27_57)_c,0,0,20,31
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_27_59)_c,0,0,22,32
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_28_01)_c,0,0,22,33
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_28_11)_c,0,0,21,34
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_28_15)_c,0,0,22,35
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_28_17)_c,0,0,25,36
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_28_19)_c,0,0,23,37
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_28_21)_c,0,0,21,38
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_28_23)_c,0,0,22,39
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_28_26)_c,0,0,21,40
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_28_28)_c,0,0,20,41
1,train,1,/kaggle/input/karsl-502/01/01/train/0001/01_01_0001_(17_11_16_16_28_30)_c,0,0,19,42
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_02)_c,1,1,15,43
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_05)_c,1,1,21,44
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_07)_c,1,1,18,45
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_09)_c,1,1,21,46
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_11)_c,1,1,23,47
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_13)_c,1,1,30,48
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_18)_c,1,1,28,49
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_21)_c,1,1,24,50
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_23)_c,1,1,25,51
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_25)_c,1,1,23,52
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_31)_c,1,1,25,53
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_32)_c,1,1,23,54
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_34)_c,1,1,16,55
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_36)_c,1,1,21,56
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_38)_c,1,1,24,57
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_39)_c,1,1,23,58
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_42)_c,1,1,29,59
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_44)_c,1,1,27,60
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_48)_c,1,1,23,61
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(10_11_16_16_25_50)_c,1,1,24,62
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(17_11_16_16_29_23)_c,1,1,20,63
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(17_11_16_16_29_25)_c,1,1,19,64
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(17_11_16_16_29_27)_c,1,1,19,65
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(17_11_16_16_29_29)_c,1,1,20,66
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(17_11_16_16_29_31)_c,1,1,22,67
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(17_11_16_16_29_32)_c,1,1,21,68
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(17_11_16_16_29_34)_c,1,1,21,69
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(17_11_16_16_29_36)_c,1,1,23,70
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(17_11_16_16_29_38)_c,1,1,22,71
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(17_11_16_16_29_40)_c,1,1,23,72
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(17_11_16_16_29_49)_c,1,1,21,73
1,train,2,/kaggle/input/karsl-502/01/01/train/0002/01_01_0002_(17_11_16_16_29_51)_c,1,1,21,74
